station_id,timestamp,ebikes_available,classic_bikes_available,docks_available
08263aa1-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,2,17
e976c0ab-bc21-42b3-a2c2-b90def6f54f4,2025/06/07 10:48,0,7,4
6922a398-ec20-493d-a832-5e337cf335f5,2025/06/07 10:48,0,4,8
0826345e-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,13,1
0825fbd3-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,1,8,10
a07bd5e0-5136-4285-ae23-54a74124957e,2025/06/07 10:48,1,3,15
5dfab137-f65a-41c0-99ef-d58f29a735b2,2025/06/07 10:48,0,0,19
082604dd-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,18,4
082537e4-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,7,12
1934289487117353510,2025/06/07 10:48,1,8,5
0825ff8d-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,10,5
2070121870129475816,2025/06/07 10:48,0,10,1
a77b8993-6d68-425e-a37a-0e613a7cb17a,2025/06/07 10:48,0,2,9
2069025384409258804,2025/06/07 10:48,0,0,8
08254dee-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,2,2,10
0824bce1-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,9,9
082522f0-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,0,30
0825164b-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,5,22
3d8b6392-9572-4c65-b71c-fd8f03af9ab2,2025/06/07 10:48,0,3,8
08247fe1-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,2,6,3
08256ac9-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,17,6
7c46ff05-4fca-44e6-a50b-acbc57e8100b,2025/06/07 10:48,0,3,12
0824773f-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,11,11
08263959-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,0,11
082480f1-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,2,6,2
08246df5-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,2,8,9
08258475-1f3f-11e7-bf6b-3863bb334450,2025/06/07 10:48,0,1,8
